face_detected,head_tilt_angle,shoulder_position,posture_label
1,7.23,0.67,Distracted
1,24.21,0.8,Distracted
1,8.46,0.71,Working
1,24.7,0.41,Distracted
0,32.38,0.24,Idle
1,19.54,0.55,Distracted
1,4.96,0.68,Distracted
0,35.37,0.28,Idle
1,12.98,0.65,Distracted
1,11.35,0.54,Distracted
1,6.51,0.8,Working
1,11.22,0.56,Distracted
1,25.69,0.6,Distracted
0,37.02,0.17,Idle
1,23.08,0.83,Distracted
1,9.81,0.96,Working
1,6.23,0.44,Distracted
1,27.16,0.74,Distracted
1,8.3,0.48,Distracted
1,5.14,0.71,Working
1,20.1,0.73,Distracted
1,16.3,0.84,Distracted
1,22.46,0.76,Distracted
1,19.68,0.41,Distracted
1,21.95,0.52,Distracted
0,29.19,0.27,Idle
1,27.95,0.95,Distracted
1,14.43,0.65,Distracted
1,8.55,0.81,Working
1,29.74,0.85,Distracted
1,12.72,0.48,Distracted
1,26.68,0.91,Distracted
1,7.32,0.73,Working
1,10.99,0.44,Distracted
1,2.71,0.49,Distracted
1,10.92,0.66,Distracted
1,20.7,0.91,Distracted
1,20.28,0.85,Distracted
0,30.31,0.14,Idle
1,11.49,0.44,Distracted
0,33.49,0.16,Idle
1,14.02,0.72,Distracted
0,23.98,0.12,Idle
1,8.58,0.93,Working
1,16.48,1.0,Distracted
1,27.61,0.44,Distracted
1,14.42,0.7,Distracted
1,1.4,0.44,Distracted
1,8.29,0.91,Working
0,28.21,0.12,Idle
1,18.54,0.95,Distracted
1,23.37,0.78,Distracted
1,10.89,0.95,Distracted
1,12.13,0.93,Distracted
1,3.29,0.82,Working
1,15.23,0.55,Working
0,26.08,0.29,Idle
0,37.44,0.17,Idle
1,1.89,0.58,Distracted
1,29.85,0.51,Distracted
1,6.71,0.83,Working
0,31.92,0.18,Idle
1,26.3,0.96,Distracted
1,29.06,0.96,Distracted
1,1.72,0.97,Working
1,0.94,0.85,Working
1,17.25,0.47,Distracted
1,17.87,0.63,Distracted
1,28.1,0.85,Distracted
1,24.26,0.55,Distracted
1,28.15,0.48,Distracted
1,21.45,0.55,Distracted
1,18.94,0.77,Distracted
1,22.77,0.83,Distracted
1,14.94,0.66,Distracted
0,32.25,0.31,Idle
0,28.63,0.28,Idle
1,3.14,0.93,Working
1,4.4,0.53,Distracted
1,20.83,0.94,Distracted
1,2.66,0.51,Distracted
1,27.09,0.84,Distracted
1,2.65,0.88,Working
1,14.38,0.98,Distracted
1,14.15,0.99,Distracted
1,22.19,0.48,Distracted
1,25.38,0.67,Distracted
1,14.42,0.63,Distracted
1,28.32,0.46,Distracted
1,9.08,0.7,Distracted
1,7.32,0.81,Working
1,17.72,0.69,Distracted
1,18.99,0.89,Distracted
1,5.23,0.92,Working
1,8.95,0.41,Distracted
1,15.06,0.77,Working
1,26.06,0.71,Distracted
1,13.83,0.7,Distracted
0,27.28,0.26,Idle
1,16.78,0.66,Distracted
1,21.85,0.85,Distracted
0,36.4,0.23,Idle
1,0.25,0.77,Working
1,20.65,0.95,Distracted
1,17.82,0.48,Distracted
1,9.72,0.75,Working
1,11.5,0.79,Distracted
1,5.49,0.41,Distracted
1,24.5,0.69,Distracted
1,6.95,0.85,Working
1,10.85,0.93,Distracted
1,22.25,0.63,Distracted
1,16.77,0.56,Distracted
1,23.09,0.47,Distracted
1,21.58,0.43,Distracted
1,26.56,0.84,Distracted
1,19.45,0.66,Distracted
1,24.92,0.76,Distracted
1,13.01,0.93,Distracted
1,19.92,0.92,Distracted
1,0.01,0.48,Distracted
1,29.82,0.58,Distracted
1,26.89,0.63,Distracted
0,39.55,0.26,Idle
0,34.18,0.28,Idle
1,17.65,0.75,Distracted
0,26.93,0.28,Idle
1,21.16,0.99,Distracted
1,2.68,0.94,Working
1,8.13,0.61,Distracted
1,29.9,0.58,Distracted
1,20.58,0.97,Distracted
1,20.27,0.55,Distracted
0,27.83,0.13,Idle
1,29.24,0.97,Distracted
0,34.88,0.4,Idle
1,6.23,0.58,Distracted
1,12.22,0.77,Distracted
1,19.61,0.44,Distracted
1,22.36,0.96,Distracted
1,12.63,0.57,Distracted
1,5.49,0.98,Working
1,21.52,0.8,Distracted
1,7.21,0.48,Distracted
1,15.12,0.95,Distracted
1,19.87,0.85,Distracted
1,29.72,0.95,Working
1,1.18,1.0,Working
1,5.68,0.42,Distracted
0,29.41,0.27,Idle
0,30.96,0.21,Idle
1,14.04,0.96,Distracted
1,16.95,0.49,Distracted
0,36.9,0.22,Idle
1,4.37,0.98,Working
0,39.87,0.16,Idle
1,26.43,0.53,Distracted
1,13.65,0.97,Distracted
1,28.78,0.95,Distracted
1,0.54,0.82,Working
1,10.33,0.68,Distracted
0,38.67,0.25,Idle
1,24.76,0.75,Distracted
1,6.45,0.53,Distracted
1,3.83,0.56,Distracted
1,0.49,0.47,Working
1,28.5,0.9,Distracted
1,3.26,0.49,Distracted
1,18.8,0.49,Distracted
1,12.02,0.65,Distracted
1,26.25,0.9,Distracted
1,13.71,0.81,Distracted
0,28.56,0.23,Idle
1,8.54,0.44,Distracted
1,14.78,0.91,Distracted
1,2.71,0.7,Distracted
1,20.06,0.61,Distracted
1,19.26,0.45,Distracted
1,9.85,0.94,Working
1,21.02,0.74,Distracted
1,20.12,0.88,Distracted
1,27.53,0.4,Distracted
0,35.13,0.24,Idle
0,30.89,0.37,Idle
1,10.62,0.49,Distracted
0,27.41,0.24,Idle
1,15.93,0.63,Distracted
1,0.38,0.56,Distracted
1,26.43,0.76,Distracted
1,20.44,0.75,Distracted
1,26.18,0.43,Distracted
1,6.03,0.83,Working
1,15.43,0.45,Distracted
0,21.16,0.24,Idle
1,29.96,0.41,Distracted
0,39.11,0.14,Idle
1,5.99,0.53,Distracted
0,32.41,0.35,Idle
0,34.25,0.21,Idle
1,14.45,0.86,Distracted
1,25.09,0.67,Distracted
1,29.65,0.43,Distracted
1,18.46,0.58,Distracted
0,31.37,0.1,Idle
0,30.08,0.11,Idle
1,15.74,0.45,Distracted
1,22.16,0.98,Working
1,12.21,0.91,Distracted
1,22.73,0.51,Distracted
1,5.77,0.69,Distracted
1,26.8,0.54,Distracted
0,26.13,0.27,Idle
1,8.99,0.59,Distracted
1,7.3,0.98,Working
1,14.98,0.63,Distracted
1,14.57,0.91,Distracted
0,35.73,0.25,Idle
0,23.71,0.31,Idle
0,21.55,0.23,Idle
0,34.71,0.38,Idle
1,17.12,0.67,Distracted
0,37.76,0.1,Idle
1,26.19,0.55,Distracted
1,21.5,0.41,Distracted
1,2.62,0.54,Distracted
1,11.05,0.6,Distracted
1,13.43,0.75,Distracted
0,29.4,0.28,Idle
0,29.16,0.28,Idle
0,20.9,0.32,Idle
1,0.25,0.42,Distracted
1,20.63,0.56,Distracted
1,16.9,0.78,Distracted
1,4.57,0.59,Distracted
1,24.8,0.48,Distracted
1,10.02,0.48,Distracted
1,8.48,0.45,Distracted
0,30.73,0.26,Idle
1,18.1,0.8,Working
1,6.13,0.54,Distracted
1,22.13,0.83,Distracted
0,26.51,0.28,Idle
1,21.71,0.61,Distracted
0,27.06,0.23,Idle
1,2.39,0.89,Working
0,35.69,0.2,Idle
1,8.2,0.42,Distracted
1,5.19,0.45,Distracted
1,12.67,0.95,Distracted
0,30.99,0.29,Idle
1,15.41,0.73,Distracted
1,8.95,0.48,Distracted
1,17.04,0.42,Distracted
1,2.59,0.4,Distracted
1,10.72,0.85,Distracted
0,33.18,0.13,Idle
1,1.06,0.52,Distracted
1,13.48,0.99,Distracted
1,28.16,0.93,Distracted
1,11.7,0.92,Distracted
1,8.29,0.96,Working
1,23.02,0.63,Distracted
1,25.91,0.6,Distracted
1,27.5,0.98,Distracted
0,26.21,0.28,Idle
1,12.77,0.84,Distracted
1,23.65,0.62,Distracted
1,11.6,0.83,Distracted
1,11.24,0.51,Distracted
1,19.44,0.8,Distracted
1,5.52,0.67,Working
1,4.52,0.51,Distracted
0,34.65,0.26,Idle
0,28.87,0.2,Idle
1,19.71,0.91,Distracted
1,14.13,0.84,Distracted
1,27.4,0.91,Distracted
1,29.19,0.87,Distracted
1,10.07,0.77,Distracted
1,10.56,0.69,Distracted
1,8.39,0.67,Distracted
1,4.91,0.62,Distracted
1,12.11,0.86,Distracted
1,16.67,0.94,Distracted
1,18.79,0.77,Distracted
0,30.27,0.39,Idle
1,23.03,0.58,Distracted
1,5.69,0.89,Working
1,26.65,0.8,Distracted
0,24.14,0.36,Idle
0,38.9,0.31,Idle
1,17.78,0.69,Distracted
1,10.42,0.65,Working
1,13.87,0.66,Distracted
1,11.67,0.79,Distracted
0,20.97,0.2,Idle
1,3.35,0.49,Distracted
0,32.36,0.22,Idle
1,29.08,0.66,Distracted
1,27.25,0.76,Distracted
1,12.05,0.59,Distracted
1,12.03,0.62,Distracted
1,0.67,0.65,Distracted
1,27.57,0.78,Distracted
1,4.07,0.92,Working
1,12.82,0.45,Distracted
1,9.3,0.62,Distracted
0,25.77,0.32,Idle
1,10.13,0.93,Working
1,21.19,0.94,Distracted
1,25.24,0.86,Distracted
1,27.83,0.61,Distracted
1,15.64,0.96,Distracted
1,3.75,0.84,Working
1,2.03,0.75,Working
1,5.84,0.79,Working
1,29.48,0.71,Distracted
1,0.37,0.94,Working
0,22.02,0.34,Idle
0,33.99,0.28,Idle
1,11.9,0.59,Distracted
0,36.84,0.15,Idle
0,35.65,0.25,Idle
0,30.9,0.14,Idle
1,11.92,0.66,Distracted
0,22.32,0.13,Idle
1,12.47,0.42,Distracted
0,31.96,0.25,Idle
1,21.19,0.64,Distracted
1,27.14,0.41,Distracted
1,29.59,0.86,Distracted
0,37.18,0.23,Idle
0,21.6,0.29,Idle
1,19.17,0.69,Distracted
1,9.69,0.95,Working
1,21.37,0.63,Distracted
1,3.62,0.47,Distracted
1,18.79,0.9,Distracted
1,6.91,0.58,Distracted
1,5.66,0.91,Working
0,37.96,0.13,Idle
1,1.61,0.91,Working
0,36.64,0.34,Idle
0,31.91,0.11,Idle
1,28.91,0.65,Distracted
1,17.65,1.0,Distracted
1,21.14,0.87,Distracted
1,20.62,0.51,Distracted
1,17.42,0.51,Distracted
0,30.3,0.18,Idle
1,16.88,0.86,Distracted
0,30.82,0.37,Idle
1,26.53,0.88,Distracted
1,3.08,0.42,Distracted
1,12.05,0.76,Distracted
1,26.46,0.44,Distracted
1,18.24,0.54,Distracted
1,23.81,0.51,Distracted
1,8.46,0.78,Working
1,9.71,0.81,Working
0,36.86,0.22,Idle
1,14.03,0.89,Distracted
1,8.91,0.74,Working
1,26.39,0.87,Distracted
1,14.42,0.78,Distracted
1,25.62,0.71,Distracted
0,39.2,0.26,Idle
1,16.67,0.99,Distracted
1,20.99,0.72,Distracted
1,10.01,0.81,Distracted
1,4.62,0.41,Distracted
1,28.86,0.6,Distracted
1,23.05,0.56,Distracted
1,0.93,0.54,Distracted
1,23.77,0.44,Distracted
0,35.87,0.38,Idle
1,8.07,0.45,Distracted
1,2.57,0.45,Distracted
0,38.15,0.29,Idle
1,28.49,0.62,Distracted
1,28.58,0.98,Distracted
1,24.13,0.88,Distracted
1,1.98,0.99,Working
0,31.8,0.33,Idle
1,11.2,0.84,Distracted
1,15.2,0.77,Distracted
1,17.78,0.91,Distracted
1,28.63,0.48,Distracted
1,13.41,0.65,Distracted
1,13.76,0.85,Distracted
1,4.74,0.54,Distracted
0,27.59,0.38,Idle
1,20.93,0.56,Distracted
1,6.52,0.74,Working
1,27.82,0.84,Distracted
0,23.78,0.36,Idle
1,26.3,0.58,Distracted
1,29.34,0.51,Distracted
1,5.01,0.45,Distracted
0,20.35,0.26,Idle
1,14.16,0.99,Distracted
1,3.63,0.54,Distracted
0,33.12,0.24,Idle
0,32.97,0.25,Idle
1,22.11,0.8,Distracted
1,19.89,0.97,Distracted
1,22.48,0.41,Distracted
0,39.33,0.13,Idle
1,19.99,0.73,Distracted
1,27.58,0.64,Distracted
1,20.47,0.84,Distracted
1,29.06,0.85,Distracted
0,25.19,0.4,Idle
1,18.22,0.76,Distracted
1,28.65,0.41,Distracted
1,12.94,0.5,Distracted
1,27.03,0.42,Distracted
0,37.93,0.4,Idle
0,23.65,0.39,Idle
0,34.52,0.23,Idle
1,8.37,0.85,Working
1,7.76,0.95,Distracted
1,5.48,0.72,Working
1,23.01,0.97,Distracted
1,2.7,0.5,Distracted
1,29.25,0.87,Distracted
1,21.08,0.74,Distracted
1,22.92,0.43,Distracted
1,2.72,0.78,Working
1,18.82,0.81,Distracted
1,4.18,0.5,Distracted
1,2.31,0.71,Working
1,5.34,0.74,Working
1,13.9,0.54,Distracted
1,23.58,0.46,Distracted
1,23.77,0.82,Distracted
1,29.42,0.62,Distracted
1,17.0,0.5,Working
1,15.45,0.44,Distracted
1,3.96,0.65,Distracted
1,29.38,0.77,Distracted
1,13.1,0.95,Distracted
1,15.27,0.51,Distracted
1,17.61,0.66,Distracted
0,25.87,0.17,Idle
1,10.92,0.71,Distracted
0,35.87,0.34,Idle
1,2.56,0.93,Working
1,14.95,0.5,Distracted
1,4.59,0.63,Distracted
1,26.25,0.69,Distracted
1,8.42,0.5,Distracted
1,19.29,0.69,Distracted
1,19.66,0.95,Distracted
0,24.88,0.31,Idle
1,4.81,0.68,Distracted
1,22.63,0.94,Distracted
1,27.21,0.92,Distracted
1,9.08,0.77,Working
1,23.01,0.78,Distracted
1,15.35,0.65,Distracted
1,23.05,0.43,Distracted
1,19.94,0.42,Distracted
1,9.88,0.48,Distracted
1,1.48,0.78,Working
1,27.75,0.99,Distracted
1,24.49,0.82,Distracted
1,9.42,0.6,Distracted
1,0.15,0.94,Working
1,11.33,0.76,Distracted
1,9.62,0.66,Distracted
1,3.44,0.87,Working
1,6.53,0.97,Distracted
1,20.18,0.5,Distracted
0,23.06,0.34,Idle
0,35.64,0.24,Idle
1,11.41,0.44,Distracted
1,6.8,0.86,Working
1,2.32,0.92,Distracted
1,13.87,0.89,Distracted
0,32.1,0.32,Idle
1,9.51,0.84,Working
1,14.72,0.66,Distracted
1,18.54,0.42,Distracted
1,29.44,0.6,Distracted
1,12.83,0.63,Distracted
1,3.45,0.43,Working
1,19.3,0.45,Distracted
1,6.17,0.51,Distracted
1,28.68,0.48,Distracted
1,16.62,0.62,Distracted
1,6.15,0.78,Working
1,11.41,0.91,Distracted
1,24.0,0.57,Distracted
0,21.12,0.13,Idle
1,27.59,0.49,Distracted
1,28.01,0.94,Distracted
1,4.82,0.5,Distracted
1,10.95,0.5,Distracted
0,36.82,0.35,Idle
0,39.13,0.11,Idle
1,1.95,0.53,Distracted
1,17.24,0.55,Distracted
1,23.48,0.45,Distracted
0,39.21,0.38,Idle
1,27.2,0.54,Distracted
1,23.76,0.67,Distracted
1,23.77,0.48,Distracted
1,6.18,0.84,Working
1,26.61,0.6,Distracted
1,22.29,0.51,Distracted
1,7.28,0.86,Working
1,6.05,0.96,Working
1,7.5,0.56,Distracted
1,21.49,0.42,Distracted
0,20.49,0.32,Idle
1,2.96,0.43,Distracted
1,4.01,0.93,Working
1,17.38,0.82,Distracted
1,7.34,0.74,Distracted
1,18.27,0.91,Distracted
0,27.96,0.28,Idle
1,10.56,0.78,Distracted
1,6.66,0.88,Working
1,10.68,0.78,Distracted
1,1.2,0.88,Working
1,19.58,0.55,Distracted
1,22.38,0.76,Distracted
1,20.18,0.57,Distracted
0,24.67,0.22,Idle
0,26.6,0.16,Idle
1,11.95,0.83,Distracted
1,11.16,0.81,Distracted
1,21.24,0.96,Distracted
1,4.62,0.6,Distracted
0,24.13,0.18,Idle
1,24.06,0.59,Distracted
0,20.32,0.37,Idle
1,7.41,0.58,Distracted
1,26.66,0.53,Distracted
1,0.74,0.91,Working
0,27.55,0.12,Idle
1,27.13,0.52,Distracted
0,30.05,0.35,Idle
0,26.29,0.1,Idle
1,5.96,0.9,Working
1,22.64,0.57,Distracted
1,18.99,0.71,Distracted
1,16.76,0.73,Distracted
1,17.48,0.44,Distracted
1,27.47,0.47,Distracted
1,10.31,0.47,Distracted
1,16.35,0.51,Distracted
0,30.82,0.4,Idle
1,14.17,0.7,Distracted
1,10.37,0.52,Distracted
0,24.36,0.19,Idle
0,26.93,0.2,Idle
1,15.89,0.88,Distracted
1,28.47,0.43,Distracted
1,3.59,0.95,Working
1,21.0,0.9,Distracted
1,3.45,0.58,Distracted
1,26.74,0.61,Distracted
1,8.17,0.71,Working
1,18.31,0.97,Distracted
1,13.26,0.42,Distracted
1,15.97,0.95,Distracted
1,19.71,0.73,Distracted
1,27.04,0.71,Distracted
1,26.71,0.64,Distracted
1,7.03,0.53,Distracted
1,23.56,0.63,Distracted
1,10.45,0.7,Distracted
1,1.86,0.81,Working
1,23.5,0.96,Distracted
0,28.1,0.18,Idle
1,10.45,0.58,Distracted
1,17.75,0.9,Distracted
0,39.29,0.19,Idle
1,0.24,0.85,Working
0,20.84,0.22,Idle
1,25.29,0.8,Distracted
0,23.45,0.1,Idle
1,0.37,0.45,Distracted
1,7.89,0.74,Working
0,20.63,0.14,Idle
1,0.11,0.87,Working
1,20.94,0.87,Distracted
0,21.87,0.13,Idle
1,29.89,0.56,Distracted
1,3.98,0.77,Working
0,26.99,0.3,Idle
1,2.04,0.89,Working
1,1.96,0.48,Distracted
1,27.19,0.69,Distracted
1,2.03,0.43,Distracted
1,3.86,0.64,Distracted
1,7.03,0.71,Working
1,7.88,0.81,Working
1,10.2,0.86,Distracted
1,22.93,0.6,Distracted
0,31.14,0.13,Idle
1,2.05,0.43,Distracted
1,5.33,0.73,Working
1,1.86,0.84,Working
1,20.1,0.9,Distracted
1,24.16,0.59,Distracted
0,33.52,0.33,Idle
1,26.78,0.53,Distracted
1,1.13,0.54,Distracted
1,10.18,0.47,Distracted
1,14.67,0.49,Distracted
0,36.03,0.34,Idle
1,11.72,0.61,Distracted
0,37.19,0.38,Idle
0,29.02,0.22,Idle
0,22.5,0.11,Idle
1,9.0,0.6,Distracted
1,26.65,0.45,Distracted
1,14.24,0.54,Distracted
1,3.01,0.43,Distracted
1,19.67,0.86,Distracted
1,10.08,0.63,Distracted
1,22.57,0.9,Distracted
1,23.29,0.92,Distracted
1,11.18,0.89,Distracted
0,20.35,0.21,Idle
1,5.08,0.58,Distracted
1,23.34,0.83,Distracted
1,20.79,0.89,Distracted
1,6.55,0.61,Distracted
1,28.03,0.64,Distracted
1,7.21,0.49,Distracted
0,22.2,0.16,Idle
0,38.63,0.29,Idle
1,13.69,0.42,Distracted
1,8.03,0.98,Working
1,4.18,0.67,Distracted
0,33.49,0.39,Idle
1,11.51,0.76,Distracted
0,28.36,0.37,Idle
1,23.12,0.72,Distracted
1,24.64,0.43,Distracted
1,7.6,0.61,Distracted
1,0.65,0.88,Working
1,24.0,0.97,Distracted
1,15.6,0.63,Distracted
0,25.35,0.36,Idle
1,8.3,0.81,Working
0,30.43,0.33,Idle
1,3.72,0.64,Distracted
1,18.8,0.62,Distracted
1,23.54,0.43,Distracted
1,9.16,0.71,Working
1,23.09,0.47,Distracted
1,4.9,0.59,Distracted
1,17.93,0.86,Distracted
0,38.56,0.14,Idle
1,7.07,0.59,Distracted
1,28.04,0.49,Distracted
1,24.66,0.96,Distracted
0,25.87,0.3,Idle
1,22.14,0.65,Distracted
1,14.92,0.98,Distracted
1,22.33,0.66,Distracted
1,27.69,0.73,Distracted
1,5.22,0.57,Distracted
0,36.06,0.3,Idle
1,10.84,0.82,Distracted
1,1.11,0.65,Distracted
1,25.52,0.53,Distracted
1,0.52,0.46,Distracted
1,7.03,0.73,Working
0,24.37,0.12,Idle
0,31.95,0.23,Idle
1,13.8,0.99,Distracted
1,26.67,0.95,Distracted
1,10.08,0.69,Distracted
1,24.92,0.51,Distracted
1,4.97,0.87,Working
1,0.9,0.95,Working
1,13.82,0.4,Distracted
1,24.79,0.44,Distracted
0,32.19,0.13,Idle
1,1.54,0.41,Distracted
0,33.67,0.16,Idle
1,21.22,0.61,Distracted
1,10.01,0.4,Distracted
1,19.87,0.73,Distracted
0,24.63,0.14,Idle
1,14.9,0.88,Distracted
1,4.51,0.41,Distracted
0,34.44,0.36,Idle
1,5.57,0.84,Working
1,21.1,0.79,Distracted
1,5.96,0.89,Working
1,24.54,0.87,Distracted
1,6.8,0.87,Working
0,21.24,0.18,Idle
0,30.56,0.12,Idle
0,30.92,0.3,Idle
0,34.7,0.13,Idle
1,20.83,0.65,Distracted
0,35.48,0.27,Idle
1,16.55,0.74,Distracted
1,18.77,0.53,Distracted
0,38.42,0.12,Idle
1,16.49,0.62,Distracted
1,29.83,0.67,Distracted
1,17.39,0.66,Distracted
1,24.28,0.51,Distracted
1,10.22,0.83,Distracted
0,28.64,0.25,Idle
1,22.69,0.85,Distracted
1,25.7,0.99,Distracted
1,24.3,0.52,Distracted
1,20.34,0.83,Distracted
1,13.89,0.73,Distracted
1,9.37,0.58,Distracted
1,21.38,0.79,Distracted
1,4.1,0.94,Working
1,29.01,0.47,Distracted
1,9.43,0.9,Working
1,18.91,0.66,Distracted
1,11.13,0.66,Distracted
1,14.01,0.52,Distracted
1,5.18,0.41,Distracted
1,12.75,0.7,Distracted
0,34.5,0.35,Idle
1,23.49,0.6,Working
1,4.66,0.93,Working
1,27.41,0.46,Distracted
1,24.57,0.43,Distracted
1,25.14,0.66,Distracted
1,22.39,0.81,Distracted
1,12.3,0.61,Working
1,4.51,0.88,Working
1,20.57,0.8,Distracted
1,21.14,0.51,Distracted
1,6.79,0.75,Working
0,30.73,0.35,Idle
1,27.39,0.61,Distracted
1,22.48,0.49,Distracted
0,32.9,0.34,Idle
1,5.96,0.67,Distracted
0,24.81,0.13,Idle
1,21.85,0.43,Distracted
1,8.45,0.9,Working
1,1.85,0.86,Working
0,28.0,0.2,Idle
1,6.17,0.45,Distracted
0,34.41,0.26,Idle
1,10.51,0.42,Working
1,23.62,0.94,Distracted
1,23.41,0.83,Distracted
1,1.54,0.68,Distracted
1,11.58,0.88,Distracted
1,0.59,0.71,Working
1,28.64,0.53,Distracted
1,2.7,0.51,Distracted
1,15.17,0.83,Distracted
1,1.07,0.53,Distracted
1,0.66,0.94,Working
0,30.31,0.25,Idle
1,9.6,0.88,Working
0,21.58,0.1,Idle
1,9.98,0.43,Distracted
1,28.23,0.44,Distracted
0,27.77,0.15,Idle
1,27.08,0.54,Distracted
1,28.68,0.97,Distracted
1,18.8,0.99,Distracted
0,22.18,0.19,Idle
1,12.57,0.48,Distracted
1,6.35,0.43,Distracted
1,12.23,0.56,Working
1,22.68,0.67,Distracted
1,23.82,0.99,Distracted
1,8.74,0.64,Working
1,25.49,0.66,Distracted
1,4.8,0.81,Working
1,25.83,0.99,Distracted
1,15.15,0.92,Distracted
1,8.42,0.78,Working
1,0.45,0.43,Distracted
1,3.12,0.85,Working
1,17.51,0.48,Distracted
1,10.48,0.4,Distracted
1,16.02,0.65,Distracted
1,13.06,0.45,Distracted
1,25.29,0.68,Distracted
1,4.2,0.75,Working
1,15.68,0.44,Distracted
1,11.01,0.86,Distracted
1,17.2,0.83,Distracted
1,1.0,0.82,Working
1,19.49,0.83,Distracted
0,23.48,0.19,Idle
1,1.31,0.68,Distracted
1,23.54,0.67,Distracted
1,20.74,0.53,Distracted
1,11.51,0.66,Distracted
1,15.85,0.84,Distracted
1,29.44,0.99,Working
1,16.62,0.77,Distracted
1,1.92,0.59,Distracted
1,13.34,0.76,Distracted
1,2.04,0.78,Working
1,20.79,0.4,Distracted
1,0.03,0.68,Distracted
0,33.28,0.39,Idle
1,26.06,0.49,Distracted
1,18.71,0.46,Distracted
1,22.15,0.53,Distracted
1,22.89,0.87,Distracted
1,6.29,0.99,Working
0,20.2,0.16,Idle
0,21.06,0.15,Idle
1,8.64,0.9,Distracted
1,16.04,0.51,Distracted
1,11.38,0.81,Distracted
1,7.86,0.5,Working
0,29.09,0.22,Idle
1,21.39,0.72,Working
1,10.69,0.96,Distracted
1,6.54,0.53,Distracted
1,17.7,0.96,Distracted
1,28.05,0.86,Distracted
1,16.71,0.66,Distracted
1,24.93,0.92,Distracted
1,27.61,0.63,Distracted
0,22.51,0.15,Idle
1,3.85,0.92,Working
1,11.22,0.91,Distracted
0,29.5,0.36,Idle
0,28.11,0.17,Idle
1,13.57,0.71,Distracted
1,4.69,0.84,Working
1,24.79,0.73,Distracted
1,2.91,0.67,Distracted
1,20.55,0.52,Distracted
0,30.63,0.23,Idle
1,8.55,0.67,Distracted
1,14.28,0.71,Distracted
1,20.42,0.43,Distracted
1,0.53,0.58,Distracted
1,22.28,0.83,Distracted
1,5.4,0.95,Working
1,0.5,0.68,Distracted
0,28.12,0.3,Idle
1,7.68,0.61,Distracted
1,0.92,0.67,Distracted
1,0.17,0.53,Distracted
1,16.26,0.67,Distracted
1,16.51,0.84,Distracted
1,17.68,0.76,Distracted
1,1.45,0.57,Distracted
1,6.53,0.81,Working
1,18.03,0.53,Distracted
1,3.26,0.41,Distracted
1,8.7,0.44,Distracted
1,10.04,0.66,Distracted
1,11.41,0.5,Distracted
1,17.17,0.46,Distracted
1,9.02,0.7,Distracted
1,19.57,0.97,Distracted
1,17.54,0.51,Distracted
0,29.44,0.11,Idle
1,26.6,0.43,Distracted
1,21.09,0.88,Distracted
1,10.98,0.85,Distracted
0,21.96,0.1,Idle
1,24.22,0.64,Distracted
1,16.75,0.53,Distracted
0,21.09,0.33,Idle
1,19.16,0.42,Distracted
1,19.04,0.42,Distracted
1,25.33,0.41,Distracted
1,1.48,0.87,Working
0,23.6,0.36,Idle
1,9.61,0.61,Distracted
1,2.1,1.0,Working
1,19.48,0.87,Distracted
1,6.1,0.7,Working
1,14.4,0.73,Distracted
1,24.03,0.75,Distracted
1,8.84,0.56,Distracted
1,13.94,0.82,Distracted
1,17.65,0.42,Distracted
1,13.26,0.45,Distracted
1,17.56,0.44,Distracted
1,16.21,0.84,Distracted
1,25.7,0.93,Distracted
0,31.43,0.25,Idle
0,28.55,0.17,Idle
1,3.49,0.45,Distracted
1,7.22,0.8,Working
1,1.31,0.74,Working
1,2.1,0.42,Distracted
0,37.64,0.34,Idle
1,28.73,0.53,Distracted
1,19.96,0.73,Distracted
1,21.61,0.7,Distracted
0,20.41,0.21,Idle
1,8.08,0.84,Working
0,32.19,0.22,Idle
1,6.22,0.62,Distracted
0,35.97,0.31,Idle
1,16.1,0.51,Distracted
1,7.83,0.57,Distracted
1,29.12,0.7,Distracted
1,7.13,0.61,Distracted
1,23.17,0.74,Distracted
1,12.03,0.77,Distracted
1,3.43,0.79,Working
1,15.57,0.99,Distracted
1,29.34,0.6,Distracted
1,16.66,0.69,Distracted
0,33.88,0.32,Idle
1,10.47,0.53,Distracted
1,12.37,0.4,Distracted
1,10.55,0.74,Distracted
0,28.6,0.34,Idle
1,14.07,0.79,Working
1,7.2,0.67,Distracted
1,0.9,0.89,Working
1,10.79,0.92,Distracted
1,27.67,0.72,Distracted
1,6.21,0.71,Working
1,3.63,0.7,Distracted
1,0.93,0.66,Distracted
1,2.07,0.72,Working
1,16.68,0.49,Distracted
1,15.81,0.63,Distracted
1,22.58,0.66,Distracted
0,32.63,0.18,Idle
1,18.26,0.58,Distracted
0,30.65,0.32,Idle
1,17.38,0.74,Distracted
1,2.14,0.6,Distracted
0,38.52,0.21,Idle
1,25.61,0.55,Distracted
1,1.72,0.93,Working
0,35.6,0.32,Idle
1,12.57,0.53,Distracted
1,22.3,0.99,Distracted
1,15.86,0.7,Distracted
0,34.27,0.2,Idle
1,2.37,0.76,Working
0,31.22,0.25,Idle
1,7.93,0.86,Working
1,21.76,0.8,Distracted
1,3.66,0.49,Distracted
1,8.5,0.98,Working
1,5.52,0.73,Working
1,0.05,0.47,Distracted
0,22.4,0.26,Idle
1,29.02,0.59,Distracted
1,4.91,0.69,Distracted
1,2.19,0.99,Working
1,8.0,0.57,Distracted
1,17.16,0.46,Distracted
